suicides_no,country,sex,year,age
39,Kyrgyzstan,male,2008,55-74 years
8,Kyrgyzstan,male,2008,75+ years
89,Kyrgyzstan,male,2008,15-24 years
7,Kyrgyzstan,female,2008,75+ years
25,Kyrgyzstan,female,2008,25-34 years
12,Kyrgyzstan,female,2008,55-74 years
32,Kyrgyzstan,female,2008,35-54 years
19,Kyrgyzstan,male,2008,5-14 years
18,Kyrgyzstan,female,2008,15-24 years
0,Kyrgyzstan,female,2008,5-14 years
108,Kyrgyzstan,male,2009,25-34 years
136,Kyrgyzstan,male,2009,35-54 years
26,Kyrgyzstan,male,2009,55-74 years
80,Kyrgyzstan,male,2009,15-24 years
4,Kyrgyzstan,male,2009,75+ years
37,Kyrgyzstan,female,2009,15-24 years
21,Kyrgyzstan,female,2009,25-34 years
3,Kyrgyzstan,female,2009,75+ years
10,Kyrgyzstan,female,2009,55-74 years
21,Kyrgyzstan,female,2009,35-54 years
8,Kyrgyzstan,male,2009,5-14 years
4,Kyrgyzstan,female,2009,5-14 years
122,Kyrgyzstan,male,2010,25-34 years
10,Kyrgyzstan,male,2010,75+ years
131,Kyrgyzstan,male,2010,35-54 years
38,Kyrgyzstan,male,2010,55-74 years
86,Kyrgyzstan,male,2010,15-24 years
6,Kyrgyzstan,female,2010,75+ years
40,Kyrgyzstan,female,2010,15-24 years
11,Kyrgyzstan,female,2010,55-74 years
27,Kyrgyzstan,female,2010,35-54 years
17,Kyrgyzstan,female,2010,25-34 years
8,Kyrgyzstan,male,2010,5-14 years
4,Kyrgyzstan,female,2010,5-14 years
135,Kyrgyzstan,male,2011,35-54 years
8,Kyrgyzstan,male,2011,75+ years
92,Kyrgyzstan,male,2011,25-34 years
36,Kyrgyzstan,male,2011,55-74 years
82,Kyrgyzstan,male,2011,15-24 years
47,Kyrgyzstan,female,2011,15-24 years
5,Kyrgyzstan,female,2011,75+ years
18,Kyrgyzstan,female,2011,25-34 years
24,Kyrgyzstan,female,2011,35-54 years
9,Kyrgyzstan,female,2011,55-74 years
10,Kyrgyzstan,male,2011,5-14 years
5,Kyrgyzstan,female,2011,5-14 years
119,Kyrgyzstan,male,2012,25-34 years
48,Kyrgyzstan,male,2012,55-74 years
141,Kyrgyzstan,male,2012,35-54 years
6,Kyrgyzstan,male,2012,75+ years
10,Kyrgyzstan,female,2012,75+ years
73,Kyrgyzstan,male,2012,15-24 years
40,Kyrgyzstan,female,2012,15-24 years
36,Kyrgyzstan,female,2012,35-54 years
23,Kyrgyzstan,female,2012,25-34 years
10,Kyrgyzstan,female,2012,55-74 years
15,Kyrgyzstan,male,2012,5-14 years
3,Kyrgyzstan,female,2012,5-14 years
126,Kyrgyzstan,male,2013,35-54 years
39,Kyrgyzstan,male,2013,55-74 years
84,Kyrgyzstan,male,2013,25-34 years
74,Kyrgyzstan,male,2013,15-24 years
5,Kyrgyzstan,male,2013,75+ years
37,Kyrgyzstan,female,2013,15-24 years
4,Kyrgyzstan,female,2013,75+ years
19,Kyrgyzstan,female,2013,25-34 years
21,Kyrgyzstan,male,2013,5-14 years
8,Kyrgyzstan,female,2013,55-74 years
18,Kyrgyzstan,female,2013,35-54 years
11,Kyrgyzstan,female,2013,5-14 years
145,Kyrgyzstan,male,2014,35-54 years
93,Kyrgyzstan,male,2014,25-34 years
37,Kyrgyzstan,male,2014,55-74 years
6,Kyrgyzstan,male,2014,75+ years
61,Kyrgyzstan,male,2014,15-24 years
4,Kyrgyzstan,female,2014,75+ years
29,Kyrgyzstan,female,2014,15-24 years
22,Kyrgyzstan,female,2014,25-34 years
29,Kyrgyzstan,female,2014,35-54 years
11,Kyrgyzstan,female,2014,55-74 years
16,Kyrgyzstan,male,2014,5-14 years
8,Kyrgyzstan,female,2014,5-14 years
134,Kyrgyzstan,male,2015,35-54 years
37,Kyrgyzstan,male,2015,55-74 years
68,Kyrgyzstan,male,2015,25-34 years
5,Kyrgyzstan,male,2015,75+ years
65,Kyrgyzstan,male,2015,15-24 years
35,Kyrgyzstan,female,2015,15-24 years
4,Kyrgyzstan,female,2015,75+ years
25,Kyrgyzstan,female,2015,35-54 years
18,Kyrgyzstan,male,2015,5-14 years
12,Kyrgyzstan,female,2015,25-34 years
7,Kyrgyzstan,female,2015,55-74 years
7,Kyrgyzstan,female,2015,5-14 years
239,Latvia,male,1995,55-74 years
339,Latvia,male,1995,35-54 years
33,Latvia,male,1995,75+ years
146,Latvia,male,1995,25-34 years
34,Latvia,female,1995,75+ years
65,Latvia,male,1995,15-24 years
81,Latvia,female,1995,35-54 years
61,Latvia,female,1995,55-74 years
12,Latvia,female,1995,25-34 years
10,Latvia,female,1995,15-24 years
3,Latvia,male,1995,5-14 years
1,Latvia,female,1995,5-14 years
219,Latvia,male,1996,55-74 years
31,Latvia,male,1996,75+ years
305,Latvia,male,1996,35-54 years
116,Latvia,male,1996,25-34 years
66,Latvia,male,1996,15-24 years
24,Latvia,female,1996,75+ years
72,Latvia,female,1996,35-54 years
61,Latvia,female,1996,55-74 years
18,Latvia,female,1996,25-34 years
6,Latvia,female,1996,15-24 years
4,Latvia,male,1996,5-14 years
0,Latvia,female,1996,5-14 years
35,Latvia,male,1997,75+ years
201,Latvia,male,1997,55-74 years
295,Latvia,male,1997,35-54 years
108,Latvia,male,1997,25-34 years
65,Latvia,male,1997,15-24 years
30,Latvia,female,1997,75+ years
63,Latvia,female,1997,55-74 years
57,Latvia,female,1997,35-54 years
18,Latvia,female,1997,25-34 years
9,Latvia,female,1997,15-24 years
3,Latvia,female,1997,5-14 years
2,Latvia,male,1997,5-14 years
309,Latvia,male,1998,35-54 years
27,Latvia,male,1998,75+ years
174,Latvia,male,1998,55-74 years
105,Latvia,male,1998,25-34 years
58,Latvia,male,1998,15-24 years
24,Latvia,female,1998,75+ years
61,Latvia,female,1998,35-54 years
47,Latvia,female,1998,55-74 years
14,Latvia,female,1998,15-24 years
14,Latvia,female,1998,25-34 years
5,Latvia,male,1998,5-14 years
1,Latvia,female,1998,5-14 years
31,Latvia,male,1999,75+ years
172,Latvia,male,1999,55-74 years
255,Latvia,male,1999,35-54 years
94,Latvia,male,1999,25-34 years
29,Latvia,female,1999,75+ years
40,Latvia,male,1999,15-24 years
56,Latvia,female,1999,55-74 years
61,Latvia,female,1999,35-54 years
13,Latvia,female,1999,15-24 years
11,Latvia,female,1999,25-34 years
1,Latvia,male,1999,5-14 years
0,Latvia,female,1999,5-14 years
37,Latvia,male,2000,75+ years
265,Latvia,male,2000,35-54 years
175,Latvia,male,2000,55-74 years
83,Latvia,male,2000,25-34 years
31,Latvia,female,2000,75+ years
53,Latvia,male,2000,15-24 years
58,Latvia,female,2000,55-74 years
39,Latvia,female,2000,35-54 years
15,Latvia,female,2000,25-34 years
8,Latvia,female,2000,15-24 years
5,Latvia,male,2000,5-14 years
1,Latvia,female,2000,5-14 years
165,Latvia,male,2001,55-74 years
252,Latvia,male,2001,35-54 years
22,Latvia,male,2001,75+ years
85,Latvia,male,2001,25-34 years
29,Latvia,female,2001,75+ years
44,Latvia,male,2001,15-24 years
47,Latvia,female,2001,55-74 years
42,Latvia,female,2001,35-54 years
13,Latvia,female,2001,25-34 years
6,Latvia,female,2001,15-24 years
3,Latvia,male,2001,5-14 years
0,Latvia,female,2001,5-14 years
229,Latvia,male,2002,35-54 years
24,Latvia,male,2002,75+ years
140,Latvia,male,2002,55-74 years
71,Latvia,male,2002,25-34 years
53,Latvia,male,2002,15-24 years
26,Latvia,female,2002,75+ years
59,Latvia,female,2002,55-74 years
43,Latvia,female,2002,35-54 years
14,Latvia,female,2002,25-34 years
7,Latvia,female,2002,15-24 years
4,Latvia,male,2002,5-14 years
0,Latvia,female,2002,5-14 years
34,Latvia,male,2003,75+ years
204,Latvia,male,2003,35-54 years
125,Latvia,male,2003,55-74 years
72,Latvia,male,2003,25-34 years
44,Latvia,male,2003,15-24 years
22,Latvia,female,2003,75+ years
41,Latvia,female,2003,55-74 years
35,Latvia,female,2003,35-54 years
14,Latvia,female,2003,25-34 years
9,Latvia,female,2003,15-24 years
3,Latvia,male,2003,5-14 years
1,Latvia,female,2003,5-14 years
28,Latvia,male,2004,75+ years
136,Latvia,male,2004,55-74 years
191,Latvia,male,2004,35-54 years
60,Latvia,male,2004,25-34 years
25,Latvia,female,2004,75+ years
40,Latvia,male,2004,15-24 years
38,Latvia,female,2004,55-74 years
13,Latvia,female,2004,25-34 years
23,Latvia,female,2004,35-54 years
7,Latvia,female,2004,15-24 years
2,Latvia,male,2004,5-14 years
0,Latvia,female,2004,5-14 years
182,Latvia,male,2005,35-54 years
114,Latvia,male,2005,55-74 years
81,Latvia,male,2005,25-34 years
19,Latvia,male,2005,75+ years
31,Latvia,female,2005,75+ years
45,Latvia,male,2005,15-24 years
44,Latvia,female,2005,55-74 years
32,Latvia,female,2005,35-54 years
6,Latvia,female,2005,15-24 years
4,Latvia,male,2005,5-14 years
5,Latvia,female,2005,25-34 years
1,Latvia,female,2005,5-14 years
28,Latvia,male,2006,75+ years
167,Latvia,male,2006,35-54 years
102,Latvia,male,2006,55-74 years
61,Latvia,male,2006,25-34 years
49,Latvia,male,2006,15-24 years
22,Latvia,female,2006,75+ years
27,Latvia,female,2006,55-74 years
22,Latvia,female,2006,35-54 years
8,Latvia,female,2006,25-34 years
1,Latvia,female,2006,15-24 years
0,Latvia,female,2006,5-14 years
0,Latvia,male,2006,5-14 years
39,Latvia,male,2007,75+ years
143,Latvia,male,2007,35-54 years
85,Latvia,male,2007,55-74 years
58,Latvia,male,2007,25-34 years
27,Latvia,female,2007,75+ years
32,Latvia,male,2007,15-24 years
27,Latvia,female,2007,55-74 years
26,Latvia,female,2007,35-54 years
7,Latvia,female,2007,25-34 years
6,Latvia,female,2007,15-24 years
2,Latvia,female,2007,5-14 years
1,Latvia,male,2007,5-14 years
34,Latvia,male,2008,75+ years
118,Latvia,male,2008,55-74 years
161,Latvia,male,2008,35-54 years
74,Latvia,male,2008,25-34 years
39,Latvia,male,2008,15-24 years
27,Latvia,female,2008,75+ years
32,Latvia,female,2008,55-74 years
25,Latvia,female,2008,35-54 years
8,Latvia,female,2008,25-34 years
7,Latvia,female,2008,15-24 years
1,Latvia,female,2008,5-14 years
1,Latvia,male,2008,5-14 years
30,Latvia,male,2009,75+ years
114,Latvia,male,2009,55-74 years
167,Latvia,male,2009,35-54 years
67,Latvia,male,2009,25-34 years
38,Latvia,male,2009,15-24 years
26,Latvia,female,2009,75+ years
30,Latvia,female,2009,55-74 years
33,Latvia,female,2009,35-54 years
8,Latvia,female,2009,25-34 years
3,Latvia,female,2009,15-24 years
0,Latvia,female,2009,5-14 years
0,Latvia,male,2009,5-14 years
25,Latvia,male,2010,75+ years
105,Latvia,male,2010,55-74 years
153,Latvia,male,2010,35-54 years
59,Latvia,male,2010,25-34 years
34,Latvia,male,2010,15-24 years
29,Latvia,female,2010,55-74 years
10,Latvia,female,2010,75+ years
17,Latvia,female,2010,35-54 years
4,Latvia,female,2010,15-24 years
2,Latvia,female,2010,25-34 years
0,Latvia,female,2010,5-14 years
0,Latvia,male,2010,5-14 years
35,Latvia,male,2011,75+ years
99,Latvia,male,2011,55-74 years
137,Latvia,male,2011,35-54 years
56,Latvia,male,2011,25-34 years
38,Latvia,male,2011,15-24 years
22,Latvia,female,2011,75+ years
21,Latvia,female,2011,55-74 years
9,Latvia,female,2011,25-34 years
18,Latvia,female,2011,35-54 years
5,Latvia,female,2011,15-24 years
0,Latvia,female,2011,5-14 years
0,Latvia,male,2011,5-14 years
164,Latvia,male,2012,35-54 years
25,Latvia,male,2012,75+ years
97,Latvia,male,2012,55-74 years
50,Latvia,male,2012,25-34 years
34,Latvia,male,2012,15-24 years
22,Latvia,female,2012,75+ years
22,Latvia,female,2012,35-54 years
18,Latvia,female,2012,55-74 years
6,Latvia,female,2012,15-24 years
5,Latvia,female,2012,25-34 years
1,Latvia,male,2012,5-14 years
0,Latvia,female,2012,5-14 years
31,Latvia,male,2013,75+ years
92,Latvia,male,2013,55-74 years
128,Latvia,male,2013,35-54 years
53,Latvia,male,2013,25-34 years
17,Latvia,male,2013,15-24 years
11,Latvia,female,2013,75+ years
23,Latvia,female,2013,55-74 years
19,Latvia,female,2013,35-54 years
6,Latvia,female,2013,25-34 years
2,Latvia,female,2013,15-24 years
1,Latvia,male,2013,5-14 years
0,Latvia,female,2013,5-14 years
29,Latvia,male,2014,75+ years
93,Latvia,male,2014,55-74 years
113,Latvia,male,2014,35-54 years
45,Latvia,male,2014,25-34 years
31,Latvia,male,2014,15-24 years
19,Latvia,female,2014,75+ years
10,Latvia,female,2014,25-34 years
20,Latvia,female,2014,55-74 years
6,Latvia,female,2014,15-24 years
16,Latvia,female,2014,35-54 years
0,Latvia,female,2014,5-14 years
0,Latvia,male,2014,5-14 years
33,Latvia,male,2015,75+ years
94,Latvia,male,2015,55-74 years
106,Latvia,male,2015,35-54 years
48,Latvia,male,2015,25-34 years
24,Latvia,male,2015,15-24 years
22,Latvia,female,2015,75+ years
30,Latvia,female,2015,55-74 years
24,Latvia,female,2015,35-54 years
3,Latvia,female,2015,15-24 years
2,Latvia,female,2015,25-34 years
1,Latvia,male,2015,5-14 years
0,Latvia,female,2015,5-14 years
632,Lithuania,male,1995,35-54 years
67,Lithuania,male,1995,75+ years
325,Lithuania,male,1995,55-74 years
226,Lithuania,male,1995,25-34 years
134,Lithuania,male,1995,15-24 years
37,Lithuania,female,1995,75+ years
101,Lithuania,female,1995,55-74 years
113,Lithuania,female,1995,35-54 years
33,Lithuania,female,1995,25-34 years
20,Lithuania,female,1995,15-24 years
4,Lithuania,male,1995,5-14 years
2,Lithuania,female,1995,5-14 years
664,Lithuania,male,1996,35-54 years
336,Lithuania,male,1996,55-74 years
40,Lithuania,male,1996,75+ years
196,Lithuania,male,1996,25-34 years
147,Lithuania,male,1996,15-24 years
39,Lithuania,female,1996,75+ years
118,Lithuania,female,1996,55-74 years
129,Lithuania,female,1996,35-54 years
27,Lithuania,female,1996,25-34 years
20,Lithuania,female,1996,15-24 years
5,Lithuania,male,1996,5-14 years
1,Lithuania,female,1996,5-14 years
637,Lithuania,male,1997,35-54 years
294,Lithuania,male,1997,55-74 years
231,Lithuania,male,1997,25-34 years
39,Lithuania,male,1997,75+ years
144,Lithuania,male,1997,15-24 years
29,Lithuania,female,1997,75+ years
94,Lithuania,female,1997,55-74 years
109,Lithuania,female,1997,35-54 years
31,Lithuania,female,1997,25-34 years
17,Lithuania,female,1997,15-24 years
4,Lithuania,female,1997,5-14 years
3,Lithuania,male,1997,5-14 years
557,Lithuania,male,1998,35-54 years
345,Lithuania,male,1998,55-74 years
47,Lithuania,male,1998,75+ years
222,Lithuania,male,1998,25-34 years
112,Lithuania,male,1998,15-24 years
40,Lithuania,female,1998,75+ years
107,Lithuania,female,1998,35-54 years
80,Lithuania,female,1998,55-74 years
22,Lithuania,female,1998,15-24 years
18,Lithuania,female,1998,25-34 years
2,Lithuania,male,1998,5-14 years
1,Lithuania,female,1998,5-14 years
592,Lithuania,male,1999,35-54 years
284,Lithuania,male,1999,55-74 years
48,Lithuania,male,1999,75+ years
224,Lithuania,male,1999,25-34 years
129,Lithuania,male,1999,15-24 years
37,Lithuania,female,1999,75+ years
84,Lithuania,female,1999,55-74 years
97,Lithuania,female,1999,35-54 years
24,Lithuania,female,1999,15-24 years
22,Lithuania,female,1999,25-34 years
8,Lithuania,male,1999,5-14 years
1,Lithuania,female,1999,5-14 years
595,Lithuania,male,2000,35-54 years
324,Lithuania,male,2000,55-74 years
221,Lithuania,male,2000,25-34 years
40,Lithuania,male,2000,75+ years
131,Lithuania,male,2000,15-24 years
36,Lithuania,female,2000,75+ years
101,Lithuania,female,2000,55-74 years
121,Lithuania,female,2000,35-54 years
31,Lithuania,female,2000,25-34 years
25,Lithuania,female,2000,15-24 years
6,Lithuania,male,2000,5-14 years
0,Lithuania,female,2000,5-14 years
559,Lithuania,male,2001,35-54 years
322,Lithuania,male,2001,55-74 years
57,Lithuania,male,2001,75+ years
190,Lithuania,male,2001,25-34 years
119,Lithuania,male,2001,15-24 years
40,Lithuania,female,2001,75+ years
113,Lithuania,female,2001,35-54 years
87,Lithuania,female,2001,55-74 years
19,Lithuania,female,2001,25-34 years
18,Lithuania,female,2001,15-24 years
8,Lithuania,male,2001,5-14 years
1,Lithuania,female,2001,5-14 years
613,Lithuania,male,2002,35-54 years
285,Lithuania,male,2002,55-74 years
47,Lithuania,male,2002,75+ years
204,Lithuania,male,2002,25-34 years
156,Lithuania,male,2002,15-24 years
39,Lithuania,female,2002,75+ years
85,Lithuania,female,2002,55-74 years
74,Lithuania,female,2002,35-54 years
28,Lithuania,female,2002,25-34 years
15,Lithuania,female,2002,15-24 years
4,Lithuania,male,2002,5-14 years
1,Lithuania,female,2002,5-14 years
529,Lithuania,male,2003,35-54 years
288,Lithuania,male,2003,55-74 years
53,Lithuania,male,2003,75+ years
205,Lithuania,male,2003,25-34 years
122,Lithuania,male,2003,15-24 years
36,Lithuania,female,2003,75+ years
111,Lithuania,female,2003,35-54 years
72,Lithuania,female,2003,55-74 years
24,Lithuania,female,2003,25-34 years
11,Lithuania,female,2003,15-24 years
2,Lithuania,female,2003,5-14 years
2,Lithuania,male,2003,5-14 years
491,Lithuania,male,2004,35-54 years
271,Lithuania,male,2004,55-74 years
193,Lithuania,male,2004,25-34 years
48,Lithuania,male,2004,75+ years
115,Lithuania,male,2004,15-24 years
41,Lithuania,female,2004,75+ years
98,Lithuania,female,2004,35-54 years
73,Lithuania,female,2004,55-74 years
24,Lithuania,female,2004,25-34 years
19,Lithuania,female,2004,15-24 years
6,Lithuania,male,2004,5-14 years
1,Lithuania,female,2004,5-14 years
289,Lithuania,male,2005,55-74 years
469,Lithuania,male,2005,35-54 years
52,Lithuania,male,2005,75+ years
172,Lithuania,male,2005,25-34 years
100,Lithuania,male,2005,15-24 years
34,Lithuania,female,2005,75+ years
86,Lithuania,female,2005,55-74 years
84,Lithuania,female,2005,35-54 years
19,Lithuania,female,2005,25-34 years
11,Lithuania,female,2005,15-24 years
2,Lithuania,male,2005,5-14 years
1,Lithuania,female,2005,5-14 years
238,Lithuania,male,2006,55-74 years
366,Lithuania,male,2006,35-54 years
51,Lithuania,male,2006,75+ years
96,Lithuania,male,2006,25-34 years
97,Lithuania,male,2006,15-24 years
37,Lithuania,female,2006,75+ years
59,Lithuania,female,2006,55-74 years
70,Lithuania,female,2006,35-54 years
19,Lithuania,female,2006,25-34 years
10,Lithuania,female,2006,15-24 years
5,Lithuania,male,2006,5-14 years
1,Lithuania,female,2006,5-14 years
220,Lithuania,male,2007,55-74 years
51,Lithuania,male,2007,75+ years
326,Lithuania,male,2007,35-54 years
146,Lithuania,male,2007,25-34 years
101,Lithuania,male,2007,15-24 years
40,Lithuania,female,2007,75+ years
60,Lithuania,female,2007,35-54 years
46,Lithuania,female,2007,55-74 years
17,Lithuania,female,2007,25-34 years
10,Lithuania,female,2007,15-24 years
4,Lithuania,female,2007,5-14 years
4,Lithuania,male,2007,5-14 years
401,Lithuania,male,2008,35-54 years
56,Lithuania,male,2008,75+ years
155,Lithuania,male,2008,25-34 years
190,Lithuania,male,2008,55-74 years
114,Lithuania,male,2008,15-24 years
36,Lithuania,female,2008,75+ years
60,Lithuania,female,2008,55-74 years
65,Lithuania,female,2008,35-54 years
17,Lithuania,female,2008,15-24 years
15,Lithuania,female,2008,25-34 years
2,Lithuania,male,2008,5-14 years
0,Lithuania,female,2008,5-14 years
428,Lithuania,male,2009,35-54 years
239,Lithuania,male,2009,55-74 years
57,Lithuania,male,2009,75+ years
116,Lithuania,male,2009,25-34 years
109,Lithuania,male,2009,15-24 years
40,Lithuania,female,2009,75+ years
65,Lithuania,female,2009,35-54 years
48,Lithuania,female,2009,55-74 years
15,Lithuania,female,2009,25-34 years
16,Lithuania,female,2009,15-24 years
3,Lithuania,male,2009,5-14 years
2,Lithuania,female,2009,5-14 years
219,Lithuania,male,2010,55-74 years
357,Lithuania,male,2010,35-54 years
49,Lithuania,male,2010,75+ years
110,Lithuania,male,2010,25-34 years
93,Lithuania,male,2010,15-24 years
41,Lithuania,female,2010,75+ years
72,Lithuania,female,2010,35-54 years
50,Lithuania,female,2010,55-74 years
14,Lithuania,female,2010,15-24 years
11,Lithuania,female,2010,25-34 years
1,Lithuania,female,2010,5-14 years
1,Lithuania,male,2010,5-14 years
349,Lithuania,male,2011,35-54 years
213,Lithuania,male,2011,55-74 years
56,Lithuania,male,2011,75+ years
124,Lithuania,male,2011,25-34 years
74,Lithuania,male,2011,15-24 years
38,Lithuania,female,2011,75+ years
68,Lithuania,female,2011,55-74 years
67,Lithuania,female,2011,35-54 years
17,Lithuania,female,2011,25-34 years
10,Lithuania,female,2011,15-24 years
1,Lithuania,female,2011,5-14 years
1,Lithuania,male,2011,5-14 years
321,Lithuania,male,2012,35-54 years
195,Lithuania,male,2012,55-74 years
53,Lithuania,male,2012,75+ years
117,Lithuania,male,2012,25-34 years
64,Lithuania,male,2012,15-24 years
37,Lithuania,female,2012,75+ years
74,Lithuania,female,2012,35-54 years
45,Lithuania,female,2012,55-74 years
10,Lithuania,female,2012,25-34 years
8,Lithuania,female,2012,15-24 years
3,Lithuania,male,2012,5-14 years
0,Lithuania,female,2012,5-14 years
382,Lithuania,male,2013,35-54 years
223,Lithuania,male,2013,55-74 years
63,Lithuania,male,2013,75+ years
121,Lithuania,male,2013,25-34 years
96,Lithuania,male,2013,15-24 years
40,Lithuania,female,2013,75+ years
75,Lithuania,female,2013,35-54 years
22,Lithuania,female,2013,25-34 years
41,Lithuania,female,2013,55-74 years
17,Lithuania,female,2013,15-24 years
3,Lithuania,female,2013,5-14 years
2,Lithuania,male,2013,5-14 years
72,Lithuania,male,2014,75+ years
309,Lithuania,male,2014,35-54 years
204,Lithuania,male,2014,55-74 years
94,Lithuania,male,2014,25-34 years
88,Lithuania,male,2014,15-24 years
45,Lithuania,female,2014,75+ years
47,Lithuania,female,2014,55-74 years
43,Lithuania,female,2014,35-54 years
12,Lithuania,female,2014,15-24 years
11,Lithuania,female,2014,25-34 years
3,Lithuania,female,2014,5-14 years
2,Lithuania,male,2014,5-14 years
67,Lithuania,male,2015,75+ years
216,Lithuania,male,2015,55-74 years
275,Lithuania,male,2015,35-54 years
101,Lithuania,male,2015,25-34 years
66,Lithuania,male,2015,15-24 years
38,Lithuania,female,2015,75+ years
55,Lithuania,female,2015,55-74 years
46,Lithuania,female,2015,35-54 years
17,Lithuania,female,2015,25-34 years
10,Lithuania,female,2015,15-24 years
3,Lithuania,female,2015,5-14 years
2,Lithuania,male,2015,5-14 years
78,Lithuania,male,2016,75+ years
212,Lithuania,male,2016,55-74 years
266,Lithuania,male,2016,35-54 years
96,Lithuania,male,2016,25-34 years
41,Lithuania,male,2016,15-24 years
29,Lithuania,female,2016,75+ years
45,Lithuania,female,2016,55-74 years
41,Lithuania,female,2016,35-54 years
8,Lithuania,female,2016,25-34 years
6,Lithuania,female,2016,15-24 years
6,Luxembourg,male,1985,75+ years
14,Luxembourg,male,1985,55-74 years
4,Luxembourg,female,1985,75+ years
12,Luxembourg,male,1985,35-54 years
6,Luxembourg,female,1985,25-34 years
5,Luxembourg,female,1985,35-54 years
3,Luxembourg,male,1985,25-34 years
2,Luxembourg,male,1985,5-14 years
2,Luxembourg,male,1985,15-24 years
1,Luxembourg,female,1985,15-24 years
0,Luxembourg,female,1985,5-14 years
0,Luxembourg,female,1985,55-74 years
3,Luxembourg,male,1986,75+ years
13,Luxembourg,male,1986,55-74 years
7,Luxembourg,male,1986,25-34 years
11,Luxembourg,male,1986,35-54 years
7,Luxembourg,female,1986,55-74 years
4,Luxembourg,female,1986,25-34 years
3,Luxembourg,male,1986,15-24 years
1,Luxembourg,female,1986,75+ years
2,Luxembourg,female,1986,35-54 years
0,Luxembourg,female,1986,15-24 years
0,Luxembourg,female,1986,5-14 years
0,Luxembourg,male,1986,5-14 years
3,Luxembourg,male,1987,75+ years
19,Luxembourg,male,1987,35-54 years
10,Luxembourg,male,1987,25-34 years
12,Luxembourg,female,1987,55-74 years
9,Luxembourg,male,1987,55-74 years
3,Luxembourg,female,1987,75+ years
8,Luxembourg,female,1987,35-54 years
4,Luxembourg,male,1987,15-24 years
3,Luxembourg,female,1987,15-24 years
3,Luxembourg,female,1987,25-34 years
0,Luxembourg,female,1987,5-14 years
0,Luxembourg,male,1987,5-14 years
15,Luxembourg,male,1988,25-34 years
14,Luxembourg,male,1988,55-74 years
18,Luxembourg,male,1988,35-54 years
2,Luxembourg,male,1988,75+ years
8,Luxembourg,female,1988,55-74 years
3,Luxembourg,male,1988,15-24 years
5,Luxembourg,female,1988,35-54 years
3,Luxembourg,female,1988,25-34 years
1,Luxembourg,female,1988,75+ years
0,Luxembourg,female,1988,15-24 years
0,Luxembourg,female,1988,5-14 years
0,Luxembourg,male,1988,5-14 years
5,Luxembourg,male,1989,75+ years
13,Luxembourg,male,1989,55-74 years
20,Luxembourg,male,1989,35-54 years
9,Luxembourg,male,1989,25-34 years
6,Luxembourg,male,1989,15-24 years
3,Luxembourg,female,1989,75+ years
7,Luxembourg,female,1989,35-54 years
4,Luxembourg,female,1989,55-74 years
3,Luxembourg,female,1989,25-34 years
1,Luxembourg,female,1989,5-14 years
1,Luxembourg,male,1989,5-14 years
1,Luxembourg,female,1989,15-24 years
4,Luxembourg,male,1990,75+ years
12,Luxembourg,male,1990,55-74 years
16,Luxembourg,male,1990,35-54 years
9,Luxembourg,male,1990,25-34 years
4,Luxembourg,female,1990,75+ years
6,Luxembourg,male,1990,15-24 years
10,Luxembourg,female,1990,35-54 years
5,Luxembourg,female,1990,55-74 years
2,Luxembourg,female,1990,25-34 years
0,Luxembourg,female,1990,15-24 years
0,Luxembourg,female,1990,5-14 years
0,Luxembourg,male,1990,5-14 years
8,Luxembourg,male,1991,75+ years
16,Luxembourg,male,1991,55-74 years
17,Luxembourg,male,1991,35-54 years
9,Luxembourg,male,1991,25-34 years
12,Luxembourg,female,1991,35-54 years
9,Luxembourg,female,1991,55-74 years
4,Luxembourg,male,1991,15-24 years
1,Luxembourg,female,1991,75+ years
1,Luxembourg,female,1991,25-34 years
0,Luxembourg,female,1991,15-24 years
0,Luxembourg,female,1991,5-14 years
0,Luxembourg,male,1991,5-14 years
6,Luxembourg,male,1992,75+ years
4,Luxembourg,female,1992,75+ years
10,Luxembourg,female,1992,55-74 years
7,Luxembourg,male,1992,55-74 years
10,Luxembourg,female,1992,35-54 years
9,Luxembourg,male,1992,35-54 years
5,Luxembourg,male,1992,25-34 years
4,Luxembourg,female,1992,25-34 years
2,Luxembourg,female,1992,15-24 years
2,Luxembourg,male,1992,15-24 years
0,Luxembourg,female,1992,5-14 years
0,Luxembourg,male,1992,5-14 years
4,Luxembourg,male,1993,75+ years
10,Luxembourg,male,1993,15-24 years
22,Luxembourg,male,1993,35-54 years
8,Luxembourg,female,1993,55-74 years
6,Luxembourg,male,1993,55-74 years
6,Luxembourg,male,1993,25-34 years
5,Luxembourg,female,1993,35-54 years
1,Luxembourg,female,1993,75+ years
2,Luxembourg,female,1993,25-34 years
0,Luxembourg,female,1993,15-24 years
0,Luxembourg,female,1993,5-14 years
0,Luxembourg,male,1993,5-14 years
8,Luxembourg,male,1994,75+ years
15,Luxembourg,male,1994,55-74 years
22,Luxembourg,male,1994,35-54 years
7,Luxembourg,male,1994,15-24 years
9,Luxembourg,male,1994,25-34 years
5,Luxembourg,female,1994,55-74 years
4,Luxembourg,female,1994,35-54 years
1,Luxembourg,female,1994,75+ years
2,Luxembourg,female,1994,25-34 years
1,Luxembourg,female,1994,15-24 years
0,Luxembourg,female,1994,5-14 years
0,Luxembourg,male,1994,5-14 years
4,Luxembourg,male,1995,75+ years
